# cam_id width height fx fy cx cy k1 k2 p1 p2 cam_name qvecw qvecx qvecy qvecz tvecx tvecy tvecz
1 1280 720 965.4801025390625 963.4931640625 645.8981323242188 307.969114780426 -0.4243446282044939 0.1834682146669939 0.001549291343997591 -0.0032162952251712723 brics-odroid-001_cam0 0.0012821704067501917 -0.21493090635271123 -0.21205845931667458 0.9533279977875865 0.6718666896408049 0.6602105721654995 0.5642888647996772
2 1280 720 972.5130004882812 971.2966918945312 585.7709503173828 308.8343095779419 -0.385901415011238 0.1440277305310597 -0.002231624769147541 0.005104590208109449 brics-odroid-002_cam0 0.003662794978662773 0.23503398663693514 -0.22005449139044667 0.9467426418395789 0.24315166027732413 0.7617604579318612 0.18278579033697911
3 1280 720 937.561767578125 939.4970703125 662.4288177490234 340.8029580116272 -0.38137413592628333 0.12231483781685856 0.004795104041322128 0.00036006584300839114 brics-odroid-003_cam0 0.006267531295992145 -0.0354303058769883 0.28098355971536637 0.9590378775870106 0.5144779522447885 0.15735218296991224 -0.16891719109672518
4 1280 720 951.243408203125 954.5369262695312 691.4344024658203 291.1039423942566 -0.42249365628073454 0.18567434358518745 0.004620358319245423 -0.0011951566553286572 brics-odroid-003_cam1 -0.0064696645564287815 -0.26391070803476 0.21766447799574237 0.9396443245419833 0.7280956362445269 0.27177839623340333 0.22019784641604426
5 1280 720 937.6996459960938 936.8209228515625 604.022331237793 303.3041310310364 -0.3786735062969048 0.11331841926904587 0.004375706232490074 0.008106264331831202 brics-odroid-004_cam0 -0.036359558122710293 0.20847243146937272 0.032466925766868056 0.9768127387486394 0.1386868905180717 0.4943580797759141 -0.19778147592791298
6 1280 720 971.8075561523438 973.9736328125 600.9194183349609 319.2861270904541 -0.3980667946107582 0.16664973188603238 0.0024111347759261134 0.006187493060534737 brics-odroid-004_cam1 -0.061947163770741186 0.18588695107415654 0.2385868516640626 0.9511492546042108 0.1422522643478663 0.16767996700496324 -0.24181524667983162
7 1280 720 948.6573486328125 948.2785034179688 641.4499664306641 352.7757167816162 -0.4066504178562277 0.15450019058273676 0.0021554346849394167 -5.278628891112172e-05 brics-odroid-005_cam0 -0.00676971890846617 0.005894883409314274 -0.334446635851406 0.9423719377311529 0.4871608820110354 0.6556911987092727 0.3993386246269446
8 1280 720 997.9009399414062 999.9910888671875 648.0471038818359 332.3200750350952 -0.409192247914236 0.15092394967661502 0.005647856119157526 0.0025743932093918696 brics-odroid-005_cam1 0.0022836306674864806 -0.26976935597634705 -0.05731400345279811 0.9612150563819181 0.6851666239409558 0.4650281924097583 0.3928794811662319
9 1280 720 942.5704345703125 942.6517333984375 620.3691864013672 360.6269073486328 -0.3784662788001136 0.12301835939029146 -0.00042735792709047807 0.00029580670429395656 brics-odroid-006_cam0 -0.12725228215567344 0.5167451344807132 -0.23989148384506143 0.8119318928674357 -0.12944686500810929 0.7496184587009668 0.2431938175845429
10 1280 720 1003.004638671875 1000.2047119140625 701.9057464599609 385.72646141052246 -0.40811794772186666 0.16459197590984928 -0.0038159618940155626 -0.002530078555326056 brics-odroid-007_cam0 -0.20506801735967875 0.8273290931659092 -0.11363170943987491 0.5104522646312942 -0.763229045806461 0.5229044514232976 0.6321400028099025
11 1280 720 943.275390625 947.27197265625 635.2144241333008 342.384238243103 -0.40510250164383266 0.15337029346021464 0.00209998495109401 -0.0023230944441965016 brics-odroid-007_cam1 -0.22539794224887297 0.7075362645376994 -0.23341040600745117 0.6277800445709063 -0.4689770649621915 0.6385163331639186 0.43749258355310117
12 1280 720 976.4799194335938 975.3480224609375 618.8591384887695 402.4006175994873 -0.38080750828222265 0.11828364350659407 -0.0013915483864041216 0.005272593252231825 brics-odroid-008_cam0 0.09138158440917171 0.49240910918216607 0.19871582540384275 0.842433793220194 -0.13593495631448624 0.10251943722121587 -0.2383319019871247
13 1280 720 925.054931640625 928.6317138671875 634.1098022460938 347.06477880477905 -0.3753109988026429 0.12169800646948135 -0.0023520067596036827 -0.0016009890264518506 brics-odroid-008_cam1 0.21430535443340384 0.7220036614465035 0.226692920977564 0.6175712489241025 -0.49452820505111916 0.1378570416498249 -0.1338108217900558
14 1280 720 948.862548828125 951.2640991210938 663.1097412109375 345.5678915977478 -0.3896561452163016 0.13278759252162148 0.0038173700689156896 -0.003593166033599735 brics-odroid-009_cam0 0.09514899738833875 0.8354200279835617 0.1845557520086362 0.5088803587686064 -0.744202960258237 0.1254469183802483 0.23576121487503746
15 1280 720 933.9877319335938 932.9086303710938 608.5934448242188 295.7093596458435 -0.44274159618532827 0.2470335820323285 0.006977173029043838 0.000252355384504716 brics-odroid-009_cam1 -0.013428829359434107 0.8943384974149473 -0.02229388631220067 0.4466332961353286 -0.6462777543561667 0.4769232020775727 0.398183078907108
16 1280 720 979.9177856445312 983.5198364257812 670.9577941894531 313.20770502090454 -0.4281221193069683 0.2041397549681438 0.005236992494183791 -0.006657967569356562 brics-odroid-010_cam0 -0.11822778765156786 0.7716197408686485 -0.002648489415963088 0.6249945209620872 -0.5620455595877578 0.39213855080797644 0.10167466360268182
17 1280 720 967.0777587890625 968.0287475585938 648.4107208251953 353.7831115722656 -0.42627345689474727 0.2297896647572907 -0.0008525096248075858 -0.0056686366188284 brics-odroid-010_cam1 -0.022891631831304757 0.5501754577720106 -0.07736437287619628 0.8311424021591797 -0.13923822282546053 0.5134954777820617 -0.09389790006025683
18 1280 720 938.7247924804688 944.4060668945312 619.9299240112305 318.5032868385315 -0.36868098117743126 0.1193849216090396 0.0005291429607893717 -0.0067592231071128975 brics-odroid-011_cam0 -0.18481464888398216 0.9603272502772501 -0.02163135788984226 0.20771904652358605 -0.6007822188921418 0.4168815744497958 0.9565412080568443
19 1280 720 909.2653198242188 910.47705078125 652.9749298095703 302.9322910308838 -0.36384121684875154 0.10697428170491625 0.0017638345236820814 0.001014809501714305 brics-odroid-012_cam0 -0.12688619863719128 0.9840316833454039 0.038200291991993734 -0.11883718466683912 -0.5739573047100216 0.4261716163883912 1.1915872274940635
20 1280 720 941.367431640625 943.303955078125 606.7699432373047 340.34082412719727 -0.38583802767754777 0.13069477395311307 0.0021612966911151344 0.0019475273350339902 brics-odroid-012_cam1 -0.2215856315271872 0.9744247791608547 0.027212645276404112 -0.025605264987459065 -0.4725011249341382 0.2516601257546637 1.1491546346190074
21 1280 720 945.1571044921875 944.060302734375 639.2206954956055 307.7162790298462 -0.4050591283821051 0.15776314256722898 0.0007977713073883357 0.00021854112936691932 brics-odroid-013_cam0 0.31888267782548296 0.9476983563619524 -0.01345865511786849 0.0007264531100828442 -0.48849588261563964 0.7282493093264277 0.5813067921048132
22 1280 720 930.4202880859375 934.8433227539062 636.0469436645508 326.95520639419556 -0.3797732995833857 0.12450116716107433 0.0007759061010203644 -0.0007564446492305471 brics-odroid-013_cam1 0.2071463419774343 0.9558131801153975 -0.015712566633329015 0.2080016177169107 -0.5312979831109402 0.5367011719014917 0.559024778057729
23 1280 720 947.486328125 951.8905029296875 669.9083709716797 307.128381729126 -0.3949689030314141 0.15306871415128004 -0.0011077937431494345 0.004215601811301221 brics-odroid-014_cam0 0.24108381796094583 0.952073449376757 -0.06793137011263325 -0.1755564543496984 -0.3865678414878715 0.7310185088013439 0.8820442179390168
24 1280 720 935.7345581054688 935.884033203125 640.0682067871094 333.11862230300903 -0.4246087218441418 0.18793258058035348 0.0016190747948805681 0.00038002552624172894 brics-odroid-014_cam1 -0.008703140192729959 0.9744826864051834 0.05686399466747144 -0.21696597741991877 -0.3691143445586681 0.3839075525409074 1.159470272917986
25 1280 720 939.1464233398438 937.9484252929688 607.2307586669922 331.8921446800232 -0.3849530429593138 0.12518615910295208 0.0005480961152963988 0.0006987560897589408 brics-odroid-015_cam0 0.04111341539223259 0.9990667777751842 0.00015317888974213217 -0.013237717209711218 -0.47410672952831434 0.5510521459410899 0.860062072582903
26 1280 720 996.0458374023438 985.948486328125 639.5970916748047 339.65932846069336 -0.4608736381781733 0.24333347715907958 0.004885643364072743 -0.0020709378858276726 brics-odroid-015_cam1 0.05589479985910935 0.9796104991105935 0.017988883005447112 0.1921339154579959 -0.544485646170453 0.5646130717900393 0.7152340901460873
27 1280 720 1277.86767578125 1234.4156494140625 709.4576263427734 378.8255453109741 -0.8164464479188955 2.7919464585986917 -0.05202011920147045 -0.046607645822902374 brics-odroid-016_cam0 -0.14529913977992726 0.8605146927062117 0.07351723941822139 -0.48269849712244933 0.23740175867088179 0.3010549859985509 1.6387463275740648
28 1280 720 971.89892578125 967.822265625 684.2930603027344 391.6669750213623 -0.40952019831691117 0.1547816501840714 -0.002708882232082424 -0.00245732085995807 brics-odroid-017_cam0 0.09251849605363488 -0.5255661304025069 -0.23573619557510037 0.8121877963608458 0.5016266511736591 0.3612663420791352 1.0474846494151924
29 1280 720 938.72021484375 937.8721923828125 613.8999557495117 331.0593509674072 -0.38943338081963114 0.1323389516861192 -0.0024042388038466008 -0.000718705881481686 brics-odroid-017_cam1 0.21165110568421874 -0.6583847601049683 -0.2533913074559549 0.6764068024716582 0.5012646184847922 0.048618630976098406 1.1703337068214918
30 1280 720 918.6427612304688 921.5401611328125 680.2438354492188 327.4091863632202 -0.3866350253086021 0.13075873867714558 0.0034210909611679667 -0.0029032563853786664 brics-odroid-018_cam0 0.2137121227180836 0.7732573473062834 -0.17590151821669447 -0.5704900168532685 0.1966179674818885 0.7085149067390474 0.7196062842136979
31 1280 720 912.5003662109375 920.5775146484375 636.2361907958984 353.139123916626 -0.37581634786484164 0.12555857192257436 -0.00054423101133771 -0.004369057457622486 brics-odroid-018_cam1 0.1771638831588159 0.850234403656997 -0.11625038969117092 -0.4818716263059812 0.1960276892516328 0.6584283021044699 0.9604032029117534
32 1280 720 958.4876708984375 961.3095092773438 623.8446044921875 372.70495891571045 -0.40485781477017896 0.1434363749565275 0.0017418588655369216 0.0046428533999350995 brics-odroid-019_cam0 -0.1981253052799538 -0.5622674916052356 0.17056471382076868 0.7845440138646912 0.43054988865038113 0.6301718995228561 0.5669921663404899
33 1280 720 884.1510620117188 878.9581298828125 682.8359985351562 306.2410855293274 -0.3720220966638725 0.11008970028109488 0.0051650389884789205 -0.0015134755784499692 brics-odroid-019_cam1 0.019266799238881614 -0.5841189542269255 -0.026296473432004003 0.8110131523255165 0.48643594438510007 0.43260128655991215 0.777913299596086
34 1280 720 889.0836181640625 890.4833374023438 664.9375915527344 351.0449194908142 -0.38495895397811786 0.12753494465131618 -0.005923428277660539 -0.0020979513815587974 brics-odroid-020_cam0 -0.011563548369960843 0.8161141566890938 0.1368704446031111 -0.561329180601625 0.03598691650398229 0.30454339066527547 1.0572294045242656
35 1280 720 918.650146484375 918.9319458007812 673.1096649169922 327.1593976020813 -0.4156833912077729 0.17225280846262273 0.0032199429813958725 -0.003885873795624878 brics-odroid-020_cam1 -0.009463988641062349 0.9015924660275023 0.03622809399656767 -0.43096285608718615 -0.015650329386111925 0.4177082315478245 1.1892333121305305
36 1280 720 954.9003295898438 955.699951171875 642.5843811035156 318.2623815536499 -0.41485842293645986 0.17446742343414223 0.00027023601824483054 -0.0009053755998083072 brics-odroid-021_cam0 0.32151781329717183 -0.604132291258558 -0.38693605872760445 0.6180056284918751 0.4811247710088689 -0.1845231734645674 1.1769232675796888
